lime_tha,yield_resp,yield_resp_lo,yield_resp_hi,crop,crop_price,lime_price,profit_yr1,profit_yr1_lo,profit_yr1_hi,npv,npv_lo,npv_hi
6.5,0.8315,0.6303,1.0326,Fababean,594.75,111.38584474885845,-229.4733658675799,-349.1370658675799,-109.86914086757997,383.5945309568343,115.58535790683766,651.470498652432
7,0.7456,0.5485,0.9426,Fababean,594.75,111.38584474885845,-336.25531324200915,-453.4805382420092,-219.08956324200915,213.4782091540019,-49.069544365651836,475.89275731925704
0,0,0,0,Maize,243.45957446808512,111.38584474885845,0,0,0,0,0,0
0.5,0.3722,0.3325,0.4119,Maize,243.45957446808512,111.38584474885845,34.92273124259206,25.257386136209085,44.58807634897503,147.257733432493,125.61039051058327,168.90507635440275
1,0.706,0.6321,0.78,Maize,243.45957446808512,111.38584474885845,60.496614825609655,42.50495227241815,78.51262333624796,273.5769790009726,233.2812953251758,313.92718998891525
1.5,1.0015,0.8987,1.1043,Maize,243.45957446808512,111.38584474885845,76.7459967064996,51.718352451180465,101.77364096181873,379.0122640175846,322.95818713163186,435.06634090353725
2,1.2586,1.1322,1.385,Maize,243.45957446808512,111.38584474885845,83.64653092781501,52.87324071504909,114.41982114058098,463.5090611701829,394.58653861780533,532.4315837225606
2.5,1.4774,1.3326,1.6221,Maize,243.45957446808512,111.38584474885845,81.22256344700287,45.969617064024135,116.45116387253478,527.1218977709141,448.1663497836965,606.0229184459856
3,1.6577,1.4998,1.8157,Maize,243.45957446808512,111.38584474885845,69.42540234916936,30.983135540658736,107.89201511512687,569.7417191954854,483.64309331715924,655.8948723859577
3.5,1.7998,1.6336,1.966,Maize,243.45957446808512,111.38584474885845,48.32808550665504,7.8651042300592735,88.79106678325076,591.5321073803352,500.9077145939019,682.1565001667685
4,1.9034,1.7337,2.0731,Maize,243.45957446808512,111.38584474885845,17.85757504711944,-23.45751474011462,59.1726648343535,592.3294803890255,499.7966316774869,684.8623291005645
4.5,1.9687,1.7998,2.1376,Maize,243.45957446808512,111.38584474885845,-21.937437114543854,-63.05775924220336,19.182885013115765,572.2428928458485,480.1462626314768,664.3395230602202
5,1.9956,1.8314,2.1598,Maize,243.45957446808512,111.38584474885845,-71.08129693578155,-111.0573590634412,-31.105234808121963,531.217817438658,441.6839708951419,620.7516639821739
5.5,1.9842,1.8275,2.1408,Maize,243.45957446808512,111.38584474885845,-129.549658459147,-167.699773778296,-91.423889097444885,469.3087814795997,383.8644833470238,554.6985523000296
6,1.9344,1.7866,2.0821,Maize,243.45957446808512,111.38584474885845,-197.3668676420868,-233.3501927484698,-161.4078884931506,386.461257656528,305.8698903049344,466.99809769597573
6.5,1.8462,1.7062,1.9862,Maize,243.45957446808512,111.38584474885845,-274.53292448460115,-308.6172649101331,-240.44858405906922,282.6752459694428,206.33700896522703,359.0134829736586
7,1.7197,1.5825,1.8568,Maize,243.45957446808512,111.38584474885845,-361.02348302924315,-394.42613664626447,-327.6451753696687,158.0052737304901,83.19380146635854,232.76221868247558
0,0,0,0,Soybean,570.9599999999999,111.38584474885845,0,0,0,0,0,0
0.5,0.1271,0.1066,0.1476,Soybean,570.9599999999999,111.38584474885845,16.876093625570768,5.1714136255707714,28.580773625570764,106.83892284857461,80.62410910292886,133.0537365942204
1,0.2412,0.203,0.2794,Soybean,570.9599999999999,111.38584474885845,26.329707251141528,4.5190352511415455,48.14037925114151,197.05381746820314,148.20474990314614,245.90288503326008
1.5,0.3423,0.2892,0.3954,Soybean,570.9599999999999,111.38584474885845,28.360840876712302,-1.957135123287685,58.67881687671229,270.64468385888557,202.74192240065184,338.54744531711924
2,0.4303,0.3651,0.4956,Soybean,570.9599999999999,111.38584474885845,22.912398502283082,-14.314193497716929,60.196086502283066,327.4836448803992,244.10774945522334,410.98741744579763
2.5,0.5053,0.4306,0.58,Soybean,570.9599999999999,111.38584474885845,10.041476127853798,-32.60923587214617,52.6921881278538,367.6985776729667,272.17435392663793,463.2228014192954
3,0.5673,0.4858,0.6489,Soybean,570.9599999999999,111.38584474885845,-10.251926246575351,-56.78516624657533,36.33840975342463,391.28948223658824,287.0696129551185,495.6372286582807
3.5,0.6163,0.5305,0.7021,Soybean,570.9599999999999,111.38584474885845,-37.96780862100468,-86.95617662100466,11.020559378995358,398.2563585712634,288.53777226021907,507.9749448823078
4,0.6522,0.5646,0.7398,Soybean,570.9599999999999,111.38584474885845,-73.16326699543384,-123.17936299543385,-23.14717099543384,388.47132953677004,276.45095470171776,500.4917043718223
4.5,0.6751,0.588,0.7623,Soybean,570.9599999999999,111.38584474885845,-115.78120536986302,-165.51182136986307,-65.99349336986307,362.06227227333056,250.68128313939155,473.57113854749207
5,0.685,0.6002,0.7698,Soybean,570.9599999999999,111.38584474885845,-165.82162374429225,-214.23903174429233,-117.40421574429229,319.029186780945,210.58937187212712,427.46900168976254
5.5,0.6819,0.601,0.7627,Soybean,570.9599999999999,111.38584474885845,-223.2845221187216,-269.4751861187216,-177.15095411872153,259.37207305961294,155.91946661947918,362.6968023595243
6,0.6657,0.5894,0.742,Soybean,570.9599999999999,111.38584474885845,-288.22699649315075,-331.79124449315066,-244.66274849315073,182.96305396911248,85.39279597922132,280.533311959004
6.5,0.6365,0.5642,0.7088,Soybean,570.9599999999999,111.38584474885845,-360.59195086757995,-401.8723588675799,-319.31154286758,89.93000664966598,-2.5251657313187934,182.38517903065076
7,0.5943,0.5235,0.6651,Soybean,570.9599999999999,111.38584474885845,-440.37938524200916,-480.8033532420092,-399.9554172420092,-19.727068898726657,-110.26408417637174,70.80994637891808
0,0,0,0,Wheat,447.44000000000005,111.38584474885845,0,0,0,0,0,0
0.5,0.0835,0.045,0.1219,Wheat,447.44000000000005,111.38584474885845,-18.331682374429214,-35.55812237442922,-1.1499863744292185,27.98454235817102,-10.597282698177601,66.46615488190571
1,0.1579,0.0862,0.2296,Wheat,447.44000000000005,111.38584474885845,-40.73506874885844,-72.81651674885845,-8.65362074885843,46.84974424847779,-25.00264163568312,118.70213013263871
1.5,0.2233,0.1236,0.323,Wheat,447.44000000000005,111.38584474885845,-67.16541512328764,-111.77518312328766,-22.555647123287628,56.69581820353429,-43.21607681251653,156.60771321958515
2,0.2797,0.1572,0.4022,Wheat,447.44000000000005,111.38584474885845,-97.62272149771688,-152.4341214977169,-42.811321497716875,57.522764223340374,-65.23758822867791,180.28311667535868
2.5,0.3271,0.1867,0.4674,Wheat,447.44000000000005,111.38584474885845,-132.1069878721461,-194.9275638721461,-69.3311558721461,49.330582307896236,-91.36781348200884,189.9287655651874
3,0.3654,0.2123,0.5185,Wheat,447.44000000000005,111.38584474885845,-170.6629582465753,-239.16602224657532,-102.1598942465753,32.01905992458785,-121.40632750728159,185.4444473564572
3.5,0.3947,0.2335,0.5558,Wheat,447.44000000000005,111.38584474885845,-213.24588862100455,-285.37321662100453,-141.16330462100456,5.688409606029097,-155.85419296756558,167.1307996470099
4,0.4149,0.2504,0.5795,Wheat,447.44000000000005,111.38584474885845,-259.9005229954338,-333.5044029954338,-186.25189899543375,-29.76158118039382,-194.61119733024697,135.18824750207324
4.5,0.4262,0.2625,0.5899,Wheat,447.44000000000005,111.38584474885845,-310.53737336986296,-383.78330136986295,-237.29144536986297,-74.13048736945319,-238.17840325839518,89.9174285194888
5,0.4284,0.2692,0.5875,Wheat,447.44000000000005,111.38584474885845,-365.2459277442922,-436.47837574429224,-294.0582237442922,-127.61873402637684,-287.15708594769364,31.819405362326165
5.5,0.4215,0.2697,0.5734,Wheat,447.44000000000005,111.38584474885845,-424.0261861187215,-491.9475781187215,-356.06005011872145,-190.22632115116465,-342.34894565905347,-38.00348411066193
6,0.4057,0.2625,0.5489,Wheat,447.44000000000005,111.38584474885845,-486.7886604931506,-550.8620684931507,-422.7152524931506,-261.7528236785888,-405.25717038168284,-118.24847697549467
6.5,0.3808,0.2451,0.5165,Wheat,447.44000000000005,111.38584474885845,-553.6228388675798,-614.3404468675799,-492.9052308675799,-342.39866667387724,-478.3870734309294,-206.41025991682523
7,0.3469,0.2139,0.4799,Wheat,447.44000000000005,111.38584474885845,-624.4839772420091,-683.9934972420092,-564.9744572420092,-432.06363760441616,-565.3463059808931,-298.7809692279391
